#CODE;ENGLISH;x

EVTDESC64000;The late nights, the way [Root.Spouse.GetFirstName] has stopped touching me or even looking at me, the rumors about [Root.Spouse.GetFirstName] and a courtier being lovers... There is no doubt in my mind, [Root.Spouse.GetFirstName] has an affair with that courtier!;x
EVTDESC64001;Discretion is key to a successful love affair, but we had apparently not been as discreet as we should've been. [From.GetFirstName] somehow found out about me and my lover and confronted me about it, demanding I would break it up.;x
EVTDESC64002;I was confronted about my love affair with [From.GetFirstName]'s [From.Spouse.GetManWoman] [From.Spouse.GetFirstName] by [From.GetFirstName] [From.GetHerselfHimself].;x
EVTDESC64003;[From.GetFirstName] attacked me when I confronted [From.GetHerHim] about [From.GetHerHis] love affair with my [Root.Spouse.GetFirstName]!;x
EVTDESC64004;Several days after my confrontation with [From.GetFirstName] I was attacked by someone who managed to injure me and disappear before I even started to feel the pain. I collapsed to the floor and that was where [Root.Spouse.GetFirstName] found me, with blood gushing from the wound.;x
EVTDESC64005;My lover is ill and I feel that there is something I should do to ease my lover's pain.;x
EVTDESC64006;The cruel wound on my lover's beautiful body had already started to fester.;x
EVTDESC64010;[target_lover.GetSheHeCap] is so funny and, above all, so beautiful! I think I am falling for [target_lover.GetHerHim]...;x
EVTDESC64011;No matter what I was doing or where I was, [From.GetTitledFirstName] always seemed to find me but seemed tongue-tied and shy. I was alone in the library, reading, when [From.GetSheHe] finally got the courage to talk to me...;x
EVTDESC64012;[From.GetTitledFirstName] and I talked for hours and soon became inseparable. If there was a chore, a homework or anything we could do together, we did it. If it weren't for my nanny then we would have slept in the same bed too.;x
EVTDESC64013;I fled from [From.GetTitledFirstName]'s scornful reply and [From.GetHerHis] laughter that followed me down the stairs. How could I ever have felt anything for that, that... idiot?!;x
EVTDESC64015;My wife [Root.Spouse.GetFirstName] has grown old and less-than-attractive. Maybe a young mistress will bring some excitement to my life?;x
EVTDESC64016;I have noticed how [From.GetFirstName] has stopped looking at me the way [From.GetSheHe] used to do, with a kind of burning desire for me and my body. These days, [From.GetSheHe] looks at the young courtiers with high bosoms and slender waists with the look that used to be reserved for me...;x
EVTDESC64017;[From.GetTitledFirstName]'s wife is a frail old thing who probably used to be beautiful. No wonder [From.GetSheHe] has started eyeing us lovelier ladies at court...;x
EVTDESC64018;[From.GetTitledFirstName] responded to my advances and soon we were... engaging in a very stimulating activity. In short: the love-making was amazing!;x
EVTDESC64019;The scorn I was met by when I tried to talk [From.GetTitledFirstName] into meeting me somewhere more private really hurt. [From.GetSheHeCap] actually laughed at my advances and told me I was both too old and too ugly for [From.GetHerHim].;x
EVTDESC64020;[From.GetFirstName] had noticed how I had started looking at the other women at court and the whispers about me flirting with the beautiful ladies at court made [From.GetHerHim] draw some conclusions [From.GetSheHe] obviously did not appreciate. I was yelled at for hours, or so it felt, about the 'sinfulness of adultery' and 'why don't you think I am attractive anymore?'.;x
EVTDESC64025;It is as if I see [Root.Spouse.GetFirstName] for the first time: [Root.Spouse.GetHerHis] good-natured spirit, the interesting and funny quirks [Root.Spouse.GetSheHe] has and how lovely [Root.Spouse.GetSheHe] really is. Could it be that I love my [Root.Spouse.GetFirstName]?;x
EVTDESC64030;I have finally gotten a chance to do something special with my special someone and there are so many things I want to do! Should I try to entertain [target_lover.GetHerHim] at the court, or maybe we should spend some time in my isolated country cottage?;x
EVTDESC64035;No matter what I do, my sweetheart never seems happy, complaining that we never do anything exciting together and sulks when I tell [target_lover.GetHerHim] I have too much to do to be able to entertain [target_lover.GetHerHim] all the time. Having a lover is more hard work than I thought!;x
EVTDESC64040;I caught them together in our own bed, [Root.Spouse.GetFirstName] and [Root.Spouse.GetHerHis] lover! I screamed for [Root.Spouse.GetHerHis] lover to get out and then confronted [Root.Spouse.GetFirstName] about this...;x
EVTDESC64041;I thought [From.GetFirstName] would be gone for several hours, so when [From.GetSheHe] opened the door to the bedroom and caught my lover and I in a rather embarrassing embrace and, after [From.GetHerHis] initial surprise, shouted at my lover to get out I was speechless. [From.GetSheHeCap] demanded that I stopped seeing my lover, or else...;x
EVTDESC64045;I don't know what has happened lately, no matter what my lover does I feel irritated and have actually started to avoid [target_lover.GetHerHim]. Our relationship brings me only irritation, it is as if we have grown apart...;x
EVTDESC64046;[From.GetTitledFirstName] has avoided me for some time, and the rare occasions when we meet have turned from the love-filled evenings I remember to hours of arguing and disagreement. It did not come as a shock when [From.GetTitledFirstName] told me [From.GetSheHe] wanted to end our relationship but it hurt more than I thought it would.;x
EVTDESC64050;Since we were young, we had always felt there was something between us, something that made certain situations more awkward than they should have been. Our teenage infatuation has deepened and grown into something more, something that is hard to explain...;x
EVTDESC64051;The teenage infatuation I felt for [From.GetTitledFirstName] has turned into something more, maybe love, and I know [From.GetTitledFirstName] feels the same way as I do.;x
EVTDESC64052;[From.GetTitledFirstName] and I used to have a... teenage crush on each other and I met [From.GetHerHim] today and the old feelings welled up. Before I could say something embarrassing, [From.GetTitledFirstName] laughed away our teenage infatuation and told me that [From.GetSheHe] is still fond of me.;x
EVTDESC64055;My child shows every sign of being infatuated with a courtier and follows the person in question everywhere.;x
EVTDESC64060;My love is married to another, and it pains my soul I will never be able to marry [target_lover.GetHerHim] myself. Oh, how cruel love can be!;x
EVTDESC64065;The unsatisfying relationship with a married [target_lover.GetManWoman] is really becoming irksome. I wish I could love [target_lover.GetHerHim] openly, without fearing everyone's scorn...;x
EVTDESC64070;Seeing another [target_lover.GetManWoman] behind my spouse's back is becoming quite troublesome for me, the lies tear at my soul and my longing to be with my lover is almost too much.;x
EVTDESC64075;I am planning a special occasion with my lover, but my wife is quite insistent on alternate plans. Who is more important to me, my lover or my wife?;x
EVTDESC64076;I was glad [From.GetFirstName] wanted to arrange a ball and I invited all my friends for a night I would never forget. The ball was wonderful, until I met my husband [From.GetFirstName]'s lover.;x
EVTDESC64077;My wife [From.GetTitledFirstName] came up to me, slapped me and left the ball. My lover came running after her and gave me a look that meant trouble ahead. My wife [From.GetFirstName] and my lover had met and my wife had learnt about our adulterous relationship.;x
EVTDESC64080;My wife has retired to the convent for a short while, to gather her thoughts and find some peace, maybe even God.;x
