#CODE;ENGLISH;x

EVTNAME62000;Successful Sally by the Defender;x
EVTNAME62001;Successful Sally by the Defender;x
EVTNAME62002;Failed Sally by the Defender;x
EVTNAME62003;Failed Sally by the Defender;x
EVTNAME62004;Intrigue Slows down Siege;x
EVTNAME62005;Intrigue Advances Siege;x
EVTNAME62006;Disease strikes the Besieging Army;x
EVTNAME62007;Hunger Strikes the Fastness under Siege;x
EVTNAME62008;Food smuggled in lengthens the Siege;x
EVTNAME62009;Raiders hit the camp;x
EVTNAME62010;Tuscan Raiders;x
EVTNAME62011;A Miracle!;x
EVTNAME62014;I lead Assault;x
EVTNAME62015;I need to decide if I should lead the assault;x
EVTNAME62041;A Disaster!;x
EVTNAME62044;Enemy Assault;x

EVTDESC62000;The defenders of §Y[From.Siege.GetName]§! successfully raided the camps of the besiegers, inflicting heavy casualties.;x
EVTDESC62002;The defenders of §Y[From.Siege.GetName]§! launched an unsuccessful raid against the besiegers, taking heavy losses in the attempt.;x
EVTDESC62004;The defenders of §Y[From.Siege.GetName]§! executed captives on the wall, angering the besiegers and strengthening their resolve.;x
EVTDESC62005;Rumors of a traitor working with the besiegers has eroded the morale of the defenders of §Y[From.Siege.GetName]§!.;x
EVTDESC62006;An outbreak of disease in the camps outside the walls of §Y[From.Siege.GetName]§! has killed many of the besiegers.;x
EVTDESC62007;Large numbers of the famished defenders of §Y[From.Siege.GetName]§! have succumbed to starvation.;x
EVTDESC62008;Food and supplies have been smuggled into §Y[From.Siege.GetName]§!, increasing the morale of the defenders.;x
EVTDESC62009;Bandits have raided the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;x
EVTDESC62010;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;x
EVTDESC62011;Encouraged by a holy omen, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the pagan siege lines in a daring raid.;x
EVTDESC62012;After finding a holy relic, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the Muslim siege lines in a daring raid.;x
EVTDESC62013;A Sufi mystic has heartened the Muslim defenders of §Y[From.Siege.GetName]§!, and they have inflicted severe losses on the besieging infidels.;x
EVTDESC62014;The fortress of the infidel has not fallen. It's up to me to lead the charge for God, Jesus and the Holy Ghost!;x
EVTDESC62015;The enemy is near and I know what is ahead. Today would be a good day to die!;x
EVTDESC62040;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, but they were startled by a surprise counter attack.;x
EVTDESC62044;The Christian commander besieging our fortress has taken it upon himself to personally lead the assault against our walls! His mad dash forward caught our brave defenders by surprise!;x
EVTDESC62045;The enemy has launched a massive assault against our besieged fortress! Our forces were caught unprepared!;x
EVTDESC62100;As enemy soldiers stream into the room, I have no choice but to surrender. I am at the mercy of [New.GetTitledName].;x
EVTDESC62101;After a successful siege, your men drag §Y[From.GetTitledName]§! out of [From.GetHerHis] hiding hole.;x

EVTOPTA62000;A blow was struck;x
EVTOPTA62002;Surrender comes sooner;x
EVTOPTA62004;It was necessary;x
EVTOPTA62005;A seed is planted;x
EVTOPTA62006;The attack weakens;x
EVTOPTA62007;The hunger bites;x
EVTOPTA62008;The siege lengthens;x
EVTOPTA62009;Damn them all to hell;x
EVTOPTA62010;They will be back in greater numbers.;x
EVTOPTA62011;A sign from heaven;x
EVTOPTA62012;A Miracle;x
EVTOPTA62013;As God willed it;x
EVTOPTA62014;Deus Vult!;x
EVTOPTA62015;Lead the assault from the first line;x
EVTOPTA62034;They will pay for this!;x
EVTOPTA62039;Well done, brigands!;x
EVTOPTA62041;How could this have happened?;x
EVTOPTA62044;A madman!;x
EVTOPTA62045;Man the defenses!;x
EVTOPTA62100;Damnation!;x
EVTOPTA62101;Off to the dungeons with [From.GetHerHim]!;x

EVTOPTB62015;Order the assault to commence, while staying behind;x
