#CODE;ENGLISH;x

EVTDESC72000;While I was busy preparing for my feast, a troop of wandering jongleurs arrived at the castle. They looked a bit ragged but their performance entertained the whole castle. Perhaps I should think about offering them my patronage.;x
EVTDESC72001;The wandering minstrel entered the castle singing and did not stop until he found me. With a flourishing bow and one long, sad tone from his lute he finished his song and asked for my patronage.;x
EVTDESC72002;Everybody was talking about the musicians and I finally had some time off from the preparations for my feast so I could see with my own eyes and hear with my own ears what people was talking about. The musicians were good, and they were looking for a patron.;x
EVTDESC72003;The best part about preparing a feast is deciding what foodstuff to serve. I must purchase venison, boar and duck, spices, wine and ale, honey for the desserts, cheeses and perhaps even a swan or a peacock.;x
EVTDESC72004;Steward [Root.job_treasurer.GetTitledFirstName] has grave news: part of the castle, where the guests would be staying, would have to be repaired or else [Root.job_treasurer.GetSheHe] couldn't guarantee the guests safety. It would be rather costly but [Root.job_treasurer.GetTitledFirstName] assured me the repairs would be worth the cost.;x
EVTDESC72005;Bands of robbers are roaming in [Root.Location.GetName] and their very presence threatens my soon to be arriving guests!;x
EVTDESC72006;The fire blasted right past my face and I felt how my hair started to curl away from the fire. The fire-eater had been a bit too careless for my taste, but his troop and he was clearly greatly skilled.;x
EVTDESC72007;The conjurer produced a rabbit from a hat, then made a handkerchief change color from brown to red and then he simply vanished from the room, only to knock on the door and open it a few seconds later!;x
EVTDESC72008;No feast is complete without boar meat. Who will get the prestigious task of hunting and slaying the boars needed for the feast?;x
EVTDESC72009;When I opened the door I saw no one but as I stepped aside to close it a group of acrobats cartwheeled, somersaulted and tumbled in. They performed all sorts of tricks and everyone watching exploded into applause when they finished.;x
EVTDESC72010;Most of the preparations for the feast has been made, now I only have to send out the invitations!;x
EVTDESC72011;Dear [Root.GetBestName], I hereby invite you to the grand feast in [From.Location.GetName]. Your presence at the feast would be greatly appreciated and I look forward to your attendance.\n\n[From.GetTitledFirstName];x
EVTDESC72012;Dear [Root.GetTitledFirstName], I thank you for your invitation but I will not be able to attend your feast. In fact, I refuse to set my foot in the same castle as you!\n\nRespectfully,\n\n[From.GetTitledFirstName];x
EVTDESC72015;The guests have finally arrived! All is ready, the cooks have worked day and night preparing the food, and the castle has never looked lovelier.;x
EVTDESC72016;[From.GetTitledFirstName] greeted us warmly to [From.GetHerHis] feast, wine was served and the most delicious aromas came from the kitchen.;x
EVTDESC72020;Much thought and consideration had been put into the courses served at [Root.Liege.GetTitledFirstName]'s feast. The venison was so tender it almost melted on the tongue, the boar delicious, the cheeses many and palatable, but the dessert outdid all the other dishes: a large cake with cream, honey and berries...;x
EVTDESC72021;The courses at the feast were few but palatable. We were served venison, some sort of fowl, a few cheeses, bread and a small dessert. It was not really the abundance of food I had expected [Root.Liege.GetTitledFirstName] to serve at [Root.Liege.GetHerHis] feast.;x
EVTDESC72022;Instead of the venison, the boar and all kinds of cheeses I had thought [Root.Liege.GetTitledFirstName] would serve at [Root.Liege.GetHerHis] feast, we were served courses that could have been served at dinner at a much poorer [Root.Liege.GetManWoman]'s table.;x
EVTDESC72023;[From.GetTitledFirstName] spoke up and told everyone how great the food at my feast was. I was really glad someone was kind enough to say something nice about the food, given how hard I had worked to ensure that food was the best part of the feast.;x
EVTDESC72024;Some of my guests did not seem satisfied with the food, but I would never have thought one of them would have complained out loud! [From.GetTitledFirstName] said a lot of nasty stuff about the food and I couldn't help but feel irritated.;x
EVTDESC72025;I was seated besides a person I had never really talked with before. We ended up together in the garden with a couple of bottles from [Root.Liege.GetTitledFirstName]'s well-stocked wine cellar.;x
EVTDESC72026;I enjoyed [From.GetTitledFirstName]'s company and we talked in the garden for several hours until we both fell asleep, maybe because of all that wine we drank...;x
EVTDESC72027;The feast was great but I couldn't stand [Root.Liege.GetTitledFirstName]'s irritating voice for more than a couple of hours, so I excused myself, grabbed a couple of wine bottles and headed for a quiet corner. Someone else had had the same thought as I and together we shared the wine and our dislike for [Root.Liege.GetTitledFirstName].;x
EVTDESC72028;When we had escaped from [Root.Liege.GetTitledFirstName]'s feast we shared the wine [From.GetTitledFirstName] brought and talked about our mutual dislike for [Root.Liege.GetTitledFirstName].;x
