#CODE;ENGLISH;x

EVTNAME39100;The Knights of St. John;x
EVTNAME39101;The Knights Templar;x
EVTNAME39102;The Teutonic Order;x
EVTNAME39640;The Rise of the Shi'a;x
EVTNAME39660;Crusader Kings;x
EVTNAME39670;Renewed Jihad;x
EVTNAME39680;Wrath of the Old Gods;x

EVTTITLE39810;The Order of Saint Anthony;x
EVTTITLE39811;The Order of Saint Addai;x

EVT_39810_TT;The Order of Saint Anthony is formed;x
EVT_39811_TT;The Order of Saint Addai is formed;x

EVTDESC39000;The [Root.Religion.GetName] heresy has reared its ugly head in the county of [Root.GetName]!;x
EVTDESC39001;The [Root.Religion.GetName] heresy has spread to [Root.GetName]!;x
EVTDESC39010;The charismatic preacher has convinced me. The [Root.Location.Religion.GetName] creed is the true faith!;x
EVTDESC39020;My faith is strong and I am itching to spread the good word to my friends...;x
EVTDESC39021;My [GetFromRelation], [From.GetTitledFirstName], is attempting to convert me to [From.GetPossPronoun] heresy.;x
EVTDESC39022;My dear [GetFromRelation] [From.GetFirstName] accepted conversion!;x
EVTDESC39023;My [GetFromRelation] [From.GetFirstName] would have me reconsider and embrace the [From.Religion.GetName] faith.;x
EVTDESC39024;Betrayal! The guards are coming for me.;x
EVTDESC39025;[From.GetFirstName], my [GetFromRelation], remains true to [From.GetPossPronoun] errant beliefs.;x
EVTDESC39026;[From.GetFirstName] has seen sense and abandoned [From.GetPossPronoun] dangerous heresy.;x
EVTDESC39100;A decree has been issued confirming the formation of a new religious military order - the Knights of St. John. The Knights, who have already protected and cared for sick pilgrims in Jerusalem for some time, now have the full weight of the [Root.Religion.GetName] Church behind them. Pious [Root.Religion.GetName] rulers may call on their support in wars against heretics and heathens, but they will not fight those of their own faith.;x
EVTDESC39101;A new Christian military order has been founded by a small group of wealthy knights. The Poor Fellow-Soldiers of Christ and of the Temple of Solomon - or the Knights Templar for short - have sworn to protect pilgrims travelling through the Holy Land. The [Root.Religion.GetName] church fully endorses the Order, and this will allow pious [Root.Religion.GetName] rulers to call on their aid, though they will only fight against heretics and infidels.;x
EVTDESC39102;The Order of Brothers of the German House of Saint Mary in Jerusalem has been formed, sponsored by the [Root.Religion.GetName] Church and the Holy Roman Emperor. The Teutonic Order, much like the Knights of St. John and the Knights Templar, primarily protect and care for pilgrims to the Holy Land, but will serve any [Root.Religion.GetName] ruler willing to pay for their upkeep. Being a religious order, they will only fight against heretics and infidels.;x
EVTDESC39200;The coffers of Holy Mother Church are full and the faithful are struggling against infidels and heathens. Perhaps we should provide some assistance.;x
EVTDESC39201;Your righteous struggle against the heathens has not gone unnoticed. I have dispatched a Papal emissary with sufficient funds to assist you.;x
EVTDESC39210;One of the God's favored children seems to have been accused of kinslaying. This is clearly unfortunate.  The Church will allow him to do penance for absolution.;x
EVTDESC39211;An emissary from [From.GetTitledFirstName] has reached us with a proposal. [From.GetTitle] will grant us absolution for our sins of kinslaying.;x
EVTDESC39212;[From.GetTitledFirstName] has repented [From.GetHerHis] grave sin of kinslaying. Absolution has been granted and the all the angels of Heaven are crying with joy.;x
EVTDESC39213;[From.GetTitledFirstName] refuses to repent [From.GetHerHis] grave sin of kinslaying. [From.GetSheHeCap] will spend a long time in Purgatory...;x
EVTDESC39220;I am forced to languish in this dungeon, where the evil fiends of [Root.Host.GetTitledFirstName] is torturing my soul.;x
EVTDESC39221;We have received a letter from [From.GetTitledFirstName] asking us to intervene on his behalf and ask [From.Host.GetTitledFirstName] to release him from his prison.;x
EVTDESC39222;We have caught [From.GetTitledFirstName] attempting to smuggle out a letter to the Pope, where he wishes the Holy Father to intervene on his behalf.;x
EVTDESC39223;The prayers of [From.GetTitledFirstName] have not gone unnoticed. Is there such a thing as a limit to my power?;x
EVTDESC39224;[From.GetTitledFirstName] has come to our intervention and written a stern letter to [Root.Host.GetTitledFirstName] demanding our release.;x
EVTDESC39225;A secret messenger from [From.GetTitledFirstName] has arrived, telling me that the Holy Father can do nothing to help me..;x
EVTDESC39226;A letter has arrived from the Holy Father. He demands that we release [From.GetTitledFirstName] from our prison and submit to the will of God.;x
EVTDESC39230;A procession of monks have arrived at our castle, protesting that we are keeping a Bishop in our prison. They claim that we are sinning against the law of God!;x
