#CODE;ENGLISH;x

EVTNAME10000;The Merry Men of [Root.Location.GetName];x
EVTNAME10001;The harassing of a noblewoman;x
EVTNAME10002;The harassing of a nobleman;x
EVTNAME10003;It's a trap!;x
EVTNAME10010;Archery Contest;x
EVTNAME10011;The green-clad stranger;x
EVTNAME10012;The Old Man;x
EVTNAME10013;That didn't work;x
EVTNAME10020;Devil in Disguise;x
EVTNAME10021;Disguise revealed!;x
EVTNAME10022;Meet the Merry Men;x
EVTNAME10023;A stranger in green;x
EVTNAME10024;A stranger defeated;x
EVTNAME10025;A stranger victorious;x
EVTNAME10026;A stranger suspicious;x
EVTNAME10030;Meet the Merry Men;x
EVTNAME10031;Steal from the rich;x
EVTNAME10032;Adventure!;x
EVTNAME10033;Leave the Merry Men;x
EVTNAME10040;Time to make a decision;x
EVTNAME10041;Ambush!;x
EVTNAME10042;The Wedding;x
EVTNAME10100;The Day the Earth Shook;x
EVTNAME10101;Gate of Hell;x
EVTNAME10102;The Tormented Souls of Hell;x
EVTNAME10103;Close the Gate to Hell;x
EVTNAME10104;The Exorcism;x
EVTNAME10105;Feed it Cattle;x
EVTNAME10106;Rollin' Stones;x
EVTNAME10107;Sacrifice My Child;x
EVTNAME10108;It worked!;x
EVTNAME10109;It didn't work!;x

EVTDESC10000;My sheriff came to me today, looking harried and limping slightly.\n\n'My lord, I fear I have grave news: A band of robbers and poachers calling themselves the Merry Men of [Root.Location.GetName] are on the loose in your forest. I have tried to find them but alas, to no avail. They chased me out of the forest several times, the last time an arrow hit me straight in my buttocks!';x
EVTDESC10001;An indignant but blushing woman stormed into my great hall. She told me how a band of green-clad men had overpowered her, taken her to their hideout and forced her to yield her jewels and gold to them, everything except a simple locket. They treated her courteously and even escorted her to the edge of the forest when she had handed over her jewelry. Her shining eyes, blushing cheeks and furtive smile told me she enjoyed it.;x
EVTDESC10002;An indignant and fuming man stormed into my great hall. He told me how a band of green-clad men had overpowered him, manhandled him when he tried to resist and taken him to their hideout where they had forced him to yield every valuable trinket he owned, even his horse! When he had stopped resisting, they treated him courteously and even escorted him to the edge of the forest after they had taken his valuables. He demanded that I would do something about 'those Merry Men in green'.;x
EVTDESC10003;My sheriff and I discussed what we should do about the outlaws and came up with two ideas. Every man and woman who had been harassed by the bandits, including the sheriff, have been told about the leader's skill with the bow. An archery contest might lure him out of his beloved forest. Another option would be to use a disguise to find the villain and bring them to court.;x
EVTDESC10010;The day was perfect for an archery contest. The sun hid between clouds, a small breeze cooled the nervous and everyone seemed happy. The targets were set and ready, all that was needed now was my signal.;x
EVTDESC10011;Over there! Yes, there! That's him alright. What do we do now?' The sheriff pointed at a man clad in green with a great bow in his hands. I watched him as he won effortlessly against every person foolish enough to try and match their skill against his. The man's skill with his great bow amazed me. 'This man is a great archer, too bad he's a lawless poacher living off my venison.';x
EVTDESC10012;The other contestants and I laughed hard as the old man tried to draw the bow with shaking hands. After several attempts, he finally succeeded. He closed one of his runny eyes and THUD!... It hit the bullseye. Everyone's chin hit the ground as the old man defeated his contestants one by one. The poacher we had set the trap for was nowhere to be seen, so I had to grumpily give the old man his admittedly well-earned prize: a golden arrow.;x
EVTDESC10013;Frustration swept through my veins as the archery contest proved unsuccessful in luring and trapping the elusive poacher. Perhaps we should try something else?;x
EVTDESC10020;I removed my beautiful fur-lined cloaks and reluctantly eased myself into a peasant's stinking clothes. A woolen tunic, a small hat and muddy boots completed my disguise. Now, me own ma wouldn't even recognize me.;x
