#CODE;ENGLISH;x

EVTDESC2480;My liege has a child in need of a guardian and mentor...;x
EVTDESC2481;My liege, I hope fate finds you well! A child needs a proper guardian, and nothing would please me more than to offer my services as a mentor and tutor, if it pleases thee.\nYour humble vassal\n[From.GetTitledFirstName];x
EVTDESC2482;My dear [This.GetTitle], your offer is most reasonable. We trust the child will be safe in your hands and will receive a proper upbringing. May our friendship last forever!\n[From.GetTitledFirstName];x
EVTDESC2483;My dear [This.GetTitle], your offer is deeply appreciated. However, we have someone else in mind as a guardian for our child. Peace be with you!\n[From.GetTitledFirstName];x
EVTDESC2484;[From.GetTitledFirstName] becomes my Guardian.;x

EVTOPTA2480;Offer the [Root.Liege.GetTitle] my services;x
EVTOPTA2481;[From.GetTitledFirstName] would make a good guardian;x
EVTOPTA2483;A slight to my honor!;x
EVTOPTA2484;I don't like [From.GetHerHim]!;x

EVTOPTB2480;Leave it to someone else;x
EVTOPTB2481;I can find someone better;x

EVTTOOLTIP2481;Send a letter to my liege;x
EVTTOOLTIP2482;Send a letter to the vassal gracefully accepting the offer;x
EVTTOOLTIP2483;Send a letter to the vassal gracefully declining the offer;x
EVTTOOLTIP2484;The child is tutored by a guardian.;x
