#CODE;ENGLISH;x

EVT_DESC_JD_60202;I have heard more news about [rebel_general.GetTitledFirstName]. It seems he and his men are moving with haste towards [Root.PrimaryTitle.GetName]. The rumors say that they have set their eyes on my lands to be the starting point of their new Empire.;x
EVT_DESC_JD_60207;The word from the traders is that [rebel_general.GetTitledFirstName] was set upon by the armies of the [offmap_china.GetFullName]. The rebel troops never stood a chance against the well supplied and loyal troops of the [offmap_china.Ruler.GetEmperorEmpress].;x
EVT_DESC_JD_60212;With the death of [FromFrom.GetTitledFirstName], [Root.PrimaryTitle.GetName] has been thrown into disarray. Many call for me to continue in the [FromFrom.Culture.GetName] ways as my [FromFrom.GetRootRelation] had intended but I am not so sure.;x
EVT_DESC_JD_60301;[offmap_china.Ruler.GetMediumChineseEmperorName] has closed off the Empire and stopped all trade along the Silk Road. This is not acceptable. [offmap_china.Ruler.GetSheHeCap] not only harms trade for [offmap_china.GetShortName] but also for my own lands. We must make the [offmap_china.Ruler.GetEmperorEmpress] open up their borders one way or another...;x
EVT_DESC_JD_60306;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], has decreed that the Empire focus its efforts on the [offmap_china.GetRandomChineseFocus].\nHence we do not have time to negotiate allowing your traders to return. I am sure you can understand why and respect this decision.;x
EVT_DESC_JD_60307;[Root.GetGovernorLetterGreeting]. [Root.GetChineseLetterBlessing].\nThe heavenly [offmap_china.Ruler.GetLongChineseEmperorName], demands that, in exchange for opening up the Silk Road, you [GetChineseForceOpenDemand].\nI am sure you can see how this will benefit both our nations and trust you to make the correct decision.;x

EVT_OPTA_JD_60202;They shall get no easy fight here!;x
EVT_OPTA_JD_60207;So much for the threats of [rebel_general.GetTitledFirstName].;x
EVT_OPTA_JD_60208;Only one can claim to be the Lord of Ten Thousand Years.;x
EVT_OPTA_JD_60209;They were no match for the [offmap_china.GetFullName].;x
EVT_OPTA_JD_60211;And now we bow to a dragon.;x
EVT_OPTA_JD_60212;I will take up the [FromFrom.Culture.GetName] traditions.;x
EVT_OPTA_JD_60301;War is the only way this shall be resolved!;x
EVT_OPTA_JD_60302;The Silk Road is open... but at what cost?;x
EVT_OPTA_JD_60303;It seems even a dormant dragon is a dangerous one...;x
EVT_OPTA_JD_60304;And now commerce and trade return to the East.;x
EVT_OPTA_JD_60308;I am a wonderful negotiator.;x
