EVTDESCA_ZE_14100;I have finished my education in diplomacy. I found the lessons rather tedious.;x
EVTDESCA_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. It turned out less well than expected.;x
EVTDESCA_ZE_14200;I have finished my education in the ways of war. I found the lessons rather tedious.;x
EVTDESCA_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. It turned out less well than expected.;x
EVTDESCA_ZE_14300;I have finished my education in stewardship. I found the lessons rather tedious.;x
EVTDESCA_ZE_14310;Young [From.GetFirstName] has finished [From.GetHerHis] education in stewardship. It turned out less well than expected.;x
EVTDESCA_ZE_14400;I have finished my education in the ways of intrigue. I found the lessons rather tedious.;x
EVTDESCA_ZE_14410;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of intrigue. It turned out less well than expected.;x
EVTDESCA_ZE_14500;I have finished my education in the ways of faith and learning. I found the lessons rather tedious.;x
EVTDESCA_ZE_14510;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of faith and learning. It turned out less well than expected.;x
EVTDESCA_ZE_14700;I have finished my education but without any clear purpose. I found some joy in studying diplomacy but without guidance I didn't do very well.;x
EVTDESCA_ZE_14710;Young [From.GetFirstName] has finished [From.GetHerHis] education. With a complete lack of guidance [From.GetSheHe] still tried [From.GetHerHis] best to study diplomacy, unfortunately to no avail.;x

EVTDESCB_ZE_14100;I have finished my education in diplomacy. It is a fascinating subject.;x
EVTDESCB_ZE_14110;Young [From.GetFirstName] has finished [From.GetHerHis] education in diplomacy. It seems [From.GetSheHe] has learned all the basic skills required.;x
EVTDESCB_ZE_14200;I have finished my education in the ways of war. It is a fascinating subject.;x
EVTDESCB_ZE_14210;Young [From.GetFirstName] has finished [From.GetHerHis] education in the ways of war. It seems [From.GetSheHe] has learned all the basic skills required.;x
EVTDESCB_ZE_14300;I have finished my education in stewardship. It is a fascinating subject.;x
