#CODE;ENGLISH;x

ALWAYS;Always;x
NEVER;Never;x

PROVINCE_IS;Province is ;x
PROVINCE_IS_NOT;Province is NOT ;x

ATTACKING_IS;Is attacker;x
ATTACKING_IS_NOT;Is NOT attacker;x

FLANKING_IS;Is flanking;x
FLANKING_IS_NOT;Is NOT flanking;x

HAS_TITLE;Is ;x
DOES_NOT_HAVE_TITLE;Is NOT ;x

HAVE_OWNER;Owned by someone;x
HAVE_NO_OWNER;Not owned by anyone;x

OWNS;Owns ;x
DO_NOT_OWN;Does not own ;x

CAN_BE_GIVEN_AWAY;Can be given away;x
CANNOT_BE_GIVEN_AWAY;Cannot be given away;x

CAN_CALL_CRUSADE;Can Call for Holy War;x
CANNOT_CALL_CRUSADE;Cannot Call for Holy War;x

CAN_CHANGE_RELIGION;Can change Religion;x
CANNOT_CHANGE_RELIGION;Cannot change Religion;x

BUILDING_UNDER_CONSTRUCTION;Has a building under construction in $HOLDING|Y$;x
NO_BUILDING_UNDER_CONSTRUCTION;No building under construction in $HOLDING|Y$;x
SPECIFIC_BUILDING_UNDER_CONSTRUCTION;Has $BUILDING|Y$ under construction in $HOLDING|Y$;x
NOT_SPECIFIC_BUILDING_UNDER_CONSTRUCTION;Does not have $BUILDING|Y$ under construction in $HOLDING|Y$;x

CAN_HOLD_TITLE;Can hold the title ;x
CANNOT_HOLD_TITLE;Cannot hold the title ;x

CAN_MARRY;Cannot get married;x
CANNOT_MARRY;Can get married;x
CAN_MARRY_OTHER;Can marry §Y$OTHER$§!;x
CANNOT_MARRY_OTHER;Cannot marry §Y$OTHER$§!;x

CONTESTED_TITLE_IS;Contested title is §Y$TITLE$§!;x
CONTESTED_TITLE_IS_NOT;Contested title is not §Y$TITLE$§!;x

CONTROLLED_BY;Is controlled by ;x
NOT_CONTROLLED_BY;Is not controlled by ;x

CONTROLS;Controls ;x
DO_NOT_CONTROL;Does not control ;x

CONTROLS_RELIGION;Controls a Religion;x
DOESNT_CONTROL_RELIGION;Does not control a Religion;x

HAS_ACTIVE_PLOT;Has Active Plot;x
HAS_NOT_ACTIVE_PLOT;Does not have an active Plot;x

HAS_COUNCIL;Has a council;x
HAS_NO_COUNCIL;Has no council;x

COUNCIL_CONTENT;Council is Content;x
COUNCIL_NOT_CONTENT;Council is not Content;x

HAS_CROWN_LAW_TITLE;Affected by a Crown Law title;x
HAS_NOT_CROWN_LAW_TITLE;Not Affected by a Crown Law title;x

HAS_RAISED_MY_LEVIES;Has raised my levies;x
HAS_NOT_RAISED_MY_LEVIES;Has not raised my levies;x

HAS_A_PLOT;Has a Plot;x
HAS_NO_PLOT;Has no Plot;x
HAS_PLOT;Has Plot;x

HAVE_RACE;Ethnicity is ;x
HAVNT_RACE;Ethnicity is not ;x

HAS_A_FRIEND;Has friends;x
DOESNT_HAVE_ANY_FRIENDS;Does not have any Friends;x

HAS_A_NICK;Has a nickname;x
DOES_NOT_HAVE_A_NICK;Does not have a nickname;x
HAS_THE_NICK;Is known as ;x
DOES_NOT_HAVE_THE_NICK;Is not known as ;x

HAS_CLAIM;Has a Claim on $TITLE|Y$;x
DOES_NOT_HAVE_CLAIM;Does not have a Claim on $TITLE|Y$;x

HAS_GUARDIAN;Has a Guardian;x
DOES_NOT_HAVE_GUARDIAN;Does not have a Guardian;x

HAS_LANDED_TITLE;Is $RULERTITLE|Y$ of $TITLE|Y$;x
DOES_NOT_HAVE_LANDED_TITLE;Is not $RULERTITLE|Y$ of $TITLE|Y$;x

HAS_LAW;Has the Law ;x
DOES_NOT_HAVE_LAW;Does not have the Law ;x

HAS_A_RIVAL;Has rivals;x
DOESNT_HAVE_ANY_RIVALS;Does not have any Rivals;x

HAS_TRAIT;Has the trait ;x
DOESNT_HAVE_TRAIT;Does not have the trait ;x

HAS_EMPTY_SETTLEMENTSLOT;Has room for a new holding;x
HAS_NOT_EMPTY_SETTLEMENTSLOT;Does not have room for a new holding;x

HAS_EPIDEMIC;Has an epidemic disease;x
HASNT_EPIDEMIC;Does not have an epidemic disease;x

HAS_HOLDER;Title has a holder;x
HAS_NO_HOLDER;Title has no holder;x

HAS_OPINION_MOD;Has the opinion ;x
HAS_NOT_OPINION_MOD;Does not have the opinion ;x

IS;Is ;x
IS_NOT;Is not ;x

HAS_TRUCE_WITH;Has a Truce with §Y$OTHER$§!;x
NO_TRUCE_WITH;Does not have a Truce with §Y$OTHER$§!;x

HAVE_A_PORT_IN;Have a port in ;x
HAVE_NOT_A_PORT_IN;Haven't a port in ;x

HAVE_A_X_INY;Has a §Y$X$§! in §Y$Y$§!;x
DONT_HAVE_A_X_INY;Has no §Y$X$§! in §Y$Y$§!;x

HAVE_CULTURE;Has culture ;x
HAVNT_CULTURE;Does not have culture ;x

HAVE_CULTURE_GROUP;Has culture group ;x
HAVE_NOT_CULTURE_GROUP;Does not have culture group ;x

HOLDING_TYPE_IS;Holding Type is ;x
HOLDING_TYPE_IS_NOT;Holding Type is not ;x

IS_PRIMARY_HOLDER_TITLE_TIER;Is same tier as primary title;x
ISNT_PRIMARY_HOLDER_TITLE_TIER;Is not same tier as primary title;x

IS_A_FRIEND_OF;Is a Friend of ;x
IS_NOT_A_FRIEND_OF;Is not a Friend of ;x

IS_A_RIVAL_OF;Is a Rival of ;x
IS_NOT_A_RIVAL_OF;Is not a Rival of ;x

IS_A_SIBLING;Is a sibling of ;x
IS_NOT_A_SIBLING;Is not a sibling of ;x

IS_ABROAD;Is Abroad;x
ISNT_ABROAD;Is not Abroad;x

IS_AI_CONTROLLED;Is AI controlled;x
IS_PLAYER_CONTROLLED;Is player controlled;x

IS_ALIVE;Is Alive;x
ISNT_ALIVE;Is Dead;x

IS_AT_WAR_WITH;Is at war with ;x
IS_AT_PEACE_WITH;Is at peace with ;x

IS_BASTARD;Was born a bastard;x
ISNT_BASTARD;Was not born a bastard;x

IS_BETROTHED;Is betrothed;x
IS_NOT_BETROTHED;Is not betrothed;x

HAS_COUNTY_CAPITAL;Has a County Capital;x
HASNT_COUNTY_CAPITAL;Does not have a County Capital;x

IS_COUNTY_CAPITAL;Is the county capital;x
ISNT_COUNTY_CAPITAL;Is not the county capital;x

IS_CAPITAL;Is not the capital;x
ISNT_CAPITAL;Is the capital;x

IS_CHILD_OF;Is Child of §Y[GetBestName]§!;x
IS_NOT_CHILD_OF;Is not Child of §Y[GetBestName]§!;x

IS_COURTIER;Is a Councillor;x
ISNT_COURTIER;Is not a Councillor;x

IS_CURRENT_HEIR;Is the current heir;x
IS_NOT_CURRENT_HEIR;Is not the current heir;x
IS_CURRENT_HEIR_TO;Is the current heir to the §Y[GetFullName]§!;x

IS_DE_JURE_LIEGE;Is de jure liege;x
IS_NOT_DE_JURE_LIEGE;Is not de jure liege;x

IS_EXCOMMUNICATED_FOR;Is excommunicated for $CHARACTER|Y$;x
IS_EXCOMMUNICATED_FOR_NOT;Is not excommunicated for $CHARACTER|Y$;x

IS_FATHER_OF;Is Father of §Y[GetBestName]§!;x
IS_NOT_FATHER_OF;Is not Father of §Y[GetBestName]§!;x

IS_FEMALE;Is female;x
IS_MALE;Is male;x

IS_FEUDAL;Government is Feudal;x
ISNT_FEUDAL;Government is not Feudal;x

IS_FROM_RULER_FAMILY;Is of the ruling dynasty;x
IS_NOT_FROM_RULER_FAMILY;Is not of the ruling dynasty;x

IS_GUARDIAN_OF;Is Guardian of §Y[GetBestName]§!;x
IS_NOT_GUARDIAN_OF;Is not Guardian of §Y[GetBestName]§!;x

IS_HERESY_OF;Is a §Y$RELIGION$§! heresy;x
IS_NOT_HERESY_OF;Is not a §Y$RELIGION$§! heresy;x

IS_HERETIC;Is a heretic;x
ISNT_HERETIC;Is not a heretic;x

IS_HISTORICAL;Is an important character or a character in an ongoing chain of events;x
IS_NOT_HISTORICAL;Is not an important character or a character in an ongoing chain of events;x

IS_HOLDER;Is held by ;x
IS_NOT_HOLDER;Is not held by ;x

IS_ILL;Is ill;x
IS_NOT_ILL;Is not ill;x

IS_IMPORTANT_CHARACTER_TO;Is an important character to $CHAR|Y$\n;x
IS_NOT_IMPORTANT_CHARACTER_TO;Is not an important character to $CHAR|Y$\n;x

IS_IN_BATTLE;Is in a Battle;x
IS_NOT_IN_BATTLE;Is not in a Battle;x

IS_IN_SIEGE;Is in a Siege;x
IS_NOT_IN_SIEGE;Is not in a Siege;x

IS_INDEPENDENT;Is an Independent Ruler;x
IS_NOT_INDEPENDENT;Is not an independent ruler;x

IS_LAND;Is Land;x
IS_NOT_LAND;Is not Land;x

IS_LANDLESS_TYPE_TITLE;Can persist without holdings;x
ISNT_LANDLESS_TYPE_TITLE;Cannot persist without holdings;x

IS_LIEGE_OF;Is Liege of §Y[GetBestName]§!;x
IS_NOT_LIEGE_OF;Is not Liege of §Y[GetBestName]§!;x

IS_LOCAL_HUMAN_OBSERVER;The local player is an observer;x
IS_NOT_LOCAL_HUMAN_OBSERVER;The local player is not an observer;x

IS_LOCATED_IN;Is located in;x
IS_NOT_LOCATED_IN;Is not located in;x

IS_MARRIED;Is married;x
IS_NOT_MARRIED;Is not married;x

IS_MOTHER_OF;Is Mother of §Y[GetBestName]§!;x
IS_NOT_MOTHER_OF;Is not Mother of §Y[GetBestName]§!;x

IS_NEIGHBOUR_WITH;Is neighbor with ;x
IS_NOT_NEIGHBOUR_WITH;Is not neighbor with ;x

IS_NOMAD;Is a clan;x
IS_NOT_NOMAD;Is not a clan;x

IS_OCCUPIED;Is Occupied;x
ISNT_OCCUPIED;Is not Occupied;x

IS_OF_CULTURE;Is of Culture: ;x
IS_NOT_OF_CULTURE;Is not of Culture: ;x

IS_ON_THE_CONTINENT; is on the continent ;x
IS_NOT_ON_THE_CONTINENT; is not on the continent ;x

IS_OVERLORD_OF;Is master of §Y[GetBestName]§!;x
IS_NOT_OVERLORD_OF;Is not master of §Y[GetBestName]§!;x

IS_PARENT_REL_OF;Is the parent religion of §Y$RELIGION$§!;x
IS_NOT_PARENT_REL_OF;Is not the parent religion of §Y$RELIGION$§!;x

IS_PLAYABLE;Is playable;x
IS_NOT_PLAYABLE;Is not playable;x

IS_PREGNANT;Is pregnant;x
ISNT_PREGNANT;Is not pregnant;x

IS_PRETENDER;Is a pretender;x
ISNT_PRETENDER;Is not a pretender;x

IS_PRIEST;Is a priest;x
IS_NOT_PRIEST;Is not a priest;x

IS_PRIMARY_HOLDER_TITLE;Is holder's primary title;x
ISNT_PRIMARY_HOLDER_TITLE;Is not holder's primary title;x

IS_PRIMARY_TYPE_TITLE;Can be held as a secondary title;x
ISNT_PRIMARY_TYPE_TITLE;Cannot be held as a secondary title;x

IS_PRISONER;Is a Prisoner;x
IS_NOT_PRISONER;Is not a Prisoner;x

IS_REPUBLIC;Government is Republic;x
ISNT_REPUBLIC;Government is not Republic;x

IS_RIVAL_WITH;Is a rival of;x
IS_NOT_RIVAL_WITH;Is not a rival of;x

IS_RULER;Is a Ruler;x
IS_NOT_RULER;Is not a Ruler;x

IS_THEOCRACY;Government is Theocracy;x
ISNT_THEOCRACY;Government is not Theocracy;x

IS_TITLE_ACTIVE;The §Y$TITLE$§! exists;x
IS_TITLE_NOT_ACTIVE;The §Y$TITLE$§! does not exist;x

IS_TITULAR_TITLE;Is Titular;x
ISNT_TITULAR_TITLE;Is not Titular;x

IS_VASSAL_OF;Is vassal of §Y[GetBestName]§!;x
