#CODE;ENGLISH;x

# councillor_events.txt

# Councillor helps liege manage titles
EVTDESC_108000;Your [Root.GetChancellorName], [Root.job_chancellor.GetTitledFirstName], has offered to go through your newly acquired demesne titles and distribute them to existing or new vassals in order to ease your burden of government.;x
EVTDESC_108001;Your [Root.GetTreasurerName], [Root.job_treasurer.GetTitledFirstName], has offered to go through your newly acquired demesne titles and distribute them to existing or new vassals in order to ease your burden of government.;x
EVTDESC_108002;Your [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], has offered to go through your newly acquired demesne titles and distribute them to existing or new vassals in order to ease your burden of government.;x
EVTOPTA_108000;Yes I would appreciate some help!;x
EVTOPTB_108000;No thanks I'm fine!;x
EVTOPTC_108000;Stop bothering me about this nonsense!;x
EVTOPTC_108000_TOOLTIP;None of your council members will bother you about this matter in the near future.;x
EVTDESC_108005;My liege has agreed to give me the responsibility of handing out [From.GetHerHis] recently acquired titles.;x
EVTDESC_108006;My liege has denied to give me the responsibility of handing out [From.GetHerHis] recently acquired titles.;x
EVTDESC_108020;I've been given a title by my liege to hand out.;x
EVTOPTA_108020;Give title to the best candidate.;x
EVTOPTB_108020;Give title to the second best candidate.;x
EVTOPTC_108020;Give title to the third best candidate.;x
EVTOPTD_108020;Give title to an unknown noble.;x
EVTOPTE_108020;Give title to someone close to you.;x
